sample_id,label,timestep,flex1,flex2,flex3,flex4,flex5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
5,salam,15,3959,3293,3757,3451,3640,-2387,-2727,-1605,297,-63,20
5,salam,16,3931,3290,3731,3452,3652,-2538,-2521,-1508,183,-41,46
5,salam,17,3931,3275,3721,3447,3644,-2530,-2489,-1666,-111,-29,63
5,salam,18,3947,3283,3729,3443,3644,-2631,-2387,-1574,-35,-30,68
5,salam,19,3944,3293,3699,3443,3643,-2598,-2491,-1727,13,27,24
6,apni,0,4039,3455,3798,3443,3620,4250,244,624,-1140,-15,-61
6,apni,1,4095,3464,3770,3455,3641,4056,421,-393,72,598,-292
6,apni,2,4088,3480,3799,3453,3641,4257,1099,-52,810,-466,-41
6,apni,3,4095,3640,3955,3487,3751,4978,3393,-651,665,-1170,-2343
6,apni,4,4095,3775,4095,3589,3763,5171,5093,-1074,673,-1502,-4111
6,apni,5,4095,3813,4095,3555,4095,3713,4404,-1065,-313,-791,-5264
6,apni,6,4095,3833,4095,3417,3867,1369,2928,-628,47,-539,-4713
6,apni,7,4095,3831,4095,3356,3791,-330,1971,-482,353,-121,-2711
6,apni,8,4095,3822,4044,3402,3791,-1560,-22,-602,598,-513,-1368
6,apni,9,4095,3820,4025,3405,3784,1457,5638,-1368,-3192,2341,4336
6,apni,10,4095,3811,4009,3402,3796,-130,4447,45,-437,-75,229
6,apni,11,4095,3805,4021,3404,3771,-921,3529,-496,101,3,-18
6,apni,12,4095,3801,4015,3386,3749,-896,4052,-178,-37,-189,69
6,apni,13,4095,3795,3961,3370,3766,-1040,3850,-111,323,14,11
6,apni,14,4095,3783,3993,3385,3757,-1030,3855,-126,124,-22,32
6,apni,15,4095,3773,3983,3354,3763,-962,3885,-258,167,5,-45
6,apni,16,4095,3775,3967,3373,3796,-955,3804,-320,20,-31,-28
6,apni,17,4095,3770,3993,3382,3821,-877,3814,-341,4,27,40
6,apni,18,4095,3763,3991,3369,3748,-1055,3866,-433,119,153,41
6,apni,19,4095,3772,3987,3367,3749,-908,4039,-284,46,28,66
7,apni,0,4095,3437,3765,3384,4095,4309,284,616,-533,-69,-49
7,apni,1,4095,3451,3767,3397,3655,4073,29,-411,434,884,-407
7,apni,2,4095,3549,3819,3415,4095,4331,1430,-318,1375,-1076,-632
7,apni,3,4095,3693,3945,3507,3749,4880,3311,-757,-450,-898,-2426
7,apni,4,4095,3773,4039,3571,3810,5250,5303,-750,-283,-1381,-4552
7,apni,5,4095,3823,4095,3471,3813,3804,5894,-692,-215,-925,-5720
7,apni,6,4095,3847,4080,3337,3819,1586,2993,-339,-84,-445,-5573
7,apni,7,4095,3867,4073,3273,3797,-1970,-307,-240,-119,-773,-2716
7,apni,8,4095,3865,4092,3278,3807,-2200,-2150,97,-1210,-814,2116
7,apni,9,4095,3834,4019,3255,3813,1575,5682,-164,-89,710,2122
7,apni,10,4095,3833,4039,3262,3783,-520,3378,-93,365,-16,-141
7,apni,11,4095,3833,4027,3283,3772,-1146,3804,-326,-10,14,165
7,apni,12,4095,3821,3996,3282,3789,-1292,3961,-245,70,-111,-23
7,apni,13,4095,3821,4005,3285,3759,-1292,3991,-258,136,-55,7
7,apni,14,4095,3824,3987,3288,3753,-1240,3854,-276,126,-49,-15
7,apni,15,4095,3803,3991,3302,3755,-1265,3771,-273,-17,-75,-19
7,apni,16,4095,3815,3968,3302,3740,-1278,3921,-113,-91,-41,-5
7,apni,17,4095,3811,3987,3304,3748,-1323,3862,-150,-29,7,5
7,apni,18,4095,3819,3967,3309,3758,-1283,3728,40,2,23,25
7,apni,19,4095,3814,4004,3309,3733,-1296,3770,-130,60,-3,30
8,apni,0,4095,3347,3705,3383,3694,4031,167,630,-808,90,-161
8,apni,1,4095,3359,3723,3400,3659,4136,209,170,102,453,-172
8,apni,2,4095,3384,3737,3403,3660,4004,-150,235,-28,-177,-20
8,apni,3,4095,3535,3781,3445,3679,4367,1647,321,229,-324,-526
8,apni,4,4095,3655,3903,3487,3699,5074,3665,-306,-232,-372,-2194
8,apni,5,4095,3725,4003,3517,3764,5810,5207,-383,188,-874,-4164
8,apni,6,4095,3785,4031,3565,3733,4958,5576,241,113,-863,-6381
8,apni,7,4095,3845,4079,3447,3679,2557,3686,-198,136,-965,-6177
8,apni,8,4095,3859,4095,3307,3867,-736,-386,-205,209,-1253,-3848
8,apni,9,4095,3850,4047,3243,3829,-2898,-2473,257,432,-934,-264
8,apni,10,4095,3851,4005,3259,3852,1920,5266,-498,-1210,3036,6855
8,apni,11,4095,3833,4019,3259,3816,43,4906,424,753,-269,476
8,apni,12,4095,3833,4012,3255,3751,-1284,3681,234,91,-11,-54
8,apni,13,4095,3830,4019,3260,3759,-1250,3940,40,27,-27,49
8,apni,14,4095,3822,4012,3260,3741,-1213,3821,-97,65,95,-11
8,apni,15,4095,3832,4014,3262,3735,-1189,3987,24,-31,-9,-5
8,apni,16,4095,3813,3981,3292,3744,-1173,3916,170,22,109,21
8,apni,17,4095,3812,3987,3287,3748,-1276,3892,45,-137,31,-8
8,apni,18,4095,3802,3997,3292,3758,-1223,3881,-28,-25,-69,-35
8,apni,19,4095,3801,3979,3286,3742,-1170,3786,54,-4,-6,13
9,apni,0,4072,3350,3739,3375,3707,4113,98,903,-681,-472,-74
9,apni,1,4089,3367,3739,3364,3702,4247,-288,-306,513,409,-141
9,apni,2,4080,3417,3739,3403,3654,4075,656,408,-257,-54,-240
9,apni,3,4095,3588,3845,3423,3711,4617,2161,-72,262,-299,-1168
9,apni,4,4095,3683,3921,3541,4095,4797,3713,-548,636,-543,-2637
9,apni,5,4095,3725,3992,3500,3811,4882,5056,4,646,-639,-4194
9,apni,6,4095,3765,3995,3537,3911,4407,6144,-416,191,-566,-5437
9,apni,7,4095,3805,4085,3545,3944,1685,3539,-440,957,-1005,-5750
9,apni,8,4095,3857,4061,3418,3855,-1101,46,200,525,-1320,-3648
9,apni,9,4095,3877,4087,3317,3820,-2531,-527,-175,537,-1166,-1453
9,apni,10,4095,3851,4051,3262,3923,-2847,-286,-120,647,322,849
9,apni,11,4095,3852,4025,3206,3872,-396,2678,-483,-684,1956,5568
9,apni,12,4095,3857,4006,3178,3784,-85,5160,-107,181,-500,118
9,apni,13,4095,3836,4021,3189,3787,-1021,3869,-275,-86,10,-99
9,apni,14,4095,3839,4013,3189,3767,-1075,3673,-413,134,-5,-122
9,apni,15,4095,3833,3980,3190,3756,-1341,3723,-236,165,117,-81
9,apni,16,4095,3833,4011,3199,3795,-1259,3620,-492,37,-55,-18
9,apni,17,4095,3836,3981,3222,3767,-1370,3724,-405,10,-95,-23
9,apni,18,4095,3823,3981,3225,3735,-1212,3838,-470,-4,-3,43
9,apni,19,4095,3823,3989,3230,3766,-1302,3882,-381,-77,5,16
10,apni,0,4087,3383,3723,3375,3655,4158,388,412,-623,-44,102
10,apni,1,4075,3405,3736,3387,3671,3990,538,53,-1094,571,-485
10,apni,2,4095,3435,3752,3405,3669,4378,811,-736,2280,-949,149
10,apni,3,4095,3517,3794,3425,3685,5156,2682,-890,-766,-904,-2146
10,apni,4,4095,3699,3932,3491,3737,5945,5311,-953,628,-2076,-4655
10,apni,5,4095,3810,4065,3563,4095,3115,5253,-568,-282,-1075,-6260
10,apni,6,4095,3838,4087,3455,3775,1630,3108,-912,115,-682,-5526
10,apni,7,4095,3839,4095,3352,3756,-757,792,-616,-123,-463,-3577
10,apni,8,4095,3857,4051,3283,3849,-2458,-832,-406,-421,-616,-1148
10,apni,9,4095,3839,4067,3275,3861,-2719,-948,-276,-321,-508,2059
10,apni,10,4095,3853,4013,3241,3896,89,3232,-422,-1267,2055,5390
10,apni,11,4095,3821,4059,3239,3817,-493,4794,-159,73,-193,430
10,apni,12,4095,3813,4019,3239,3813,-1499,3370,-323,-252,114,-31
10,apni,13,4095,3813,3987,3244,3773,-1518,3765,-630,45,76,1
10,apni,14,4095,3823,4025,3252,3800,-1448,3824,-534,-145,16,50
10,apni,15,4095,3817,4024,3260,3784,-1517,3682,-449,-29,99,52
10,apni,16,4095,3803,4012,3257,3785,-1493,3806,-317,-44,30,83
10,apni,17,4095,3814,4007,3257,3766,-1547,3779,-292,-103,-25,-37
10,apni,18,4095,3819,4021,3263,3768,-1540,3726,-471,-117,63,-40
10,apni,19,4095,3799,3987,3282,3758,-1479,3731,-411,-174,80,-52
11,kemon,0,4041,3347,3711,3447,4095,4201,399,219,-314,-121,-21
11,kemon,1,4066,3353,3735,3463,3641,4080,327,-52,-364,331,-186
11,kemon,2,4038,3367,3727,3467,3645,3883,347,748,430,-696,416
11,kemon,3,4040,3348,3705,3470,3627,4080,422,356,-339,-68,-196
11,kemon,4,4021,3389,3718,3464,3655,4361,936,-366,-800,-355,-851
11,kemon,5,4041,3430,3729,3475,3678,5800,3604,723,-2466,351,-3233
11,kemon,6,4067,3437,3740,3485,4095,4731,5764,2653,-1312,1358,-4480
11,kemon,7,4045,3428,3726,3495,3695,1560,3707,2736,1071,2365,-4299
11,kemon,8,4040,3429,3753,3513,3663,-181,2430,2162,-46,3791,-3678
11,kemon,9,4043,3439,3751,3543,4095,-1369,1128,1307,1945,3589,-1871
11,kemon,10,4026,3417,3735,3539,4095,-124,546,375,-401,3383,-137
11,kemon,11,4023,3400,3723,3529,3610,2343,2676,-984,-1340,1722,1479
11,kemon,12,4021,3383,3748,3528,3643,1938,4548,-1151,-1190,-759,1415
11,kemon,13,4056,3385,3737,3527,3595,46,6813,56,-951,-2164,851
11,kemon,14,4056,3391,3732,3533,3580,-2770,7077,374,-82,-1419,-698
11,kemon,15,4051,3384,3735,3519,3576,-3036,2959,131,1362,353,-1943
11,kemon,16,4067,3384,3737,3507,3580,-2385,1214,21,1311,1325,-1242
11,kemon,17,4039,3373,3717,3508,3577,-782,1802,-645,-428,1870,-355
11,kemon,18,4043,3373,3707,3509,3571,806,2806,-1090,-849,943,1160
11,kemon,19,4037,3356,3702,3513,3564,850,4655,-1038,-1335,-294,1408
12,kemon,0,4041,3439,3769,3528,3673,4007,804,827,-337,-17,-38
12,kemon,1,4043,3437,3754,3532,4095,4215,489,581,-11,178,-246
12,kemon,2,4055,3447,3755,3525,3641,3938,828,605,242,-348,192
12,kemon,3,4059,3447,3759,3528,3666,4254,1437,609,-432,-90,-912
12,kemon,4,4052,3539,3757,3529,3675,4787,2582,991,-1169,365,-2003
12,kemon,5,4043,3435,3775,3526,3670,3841,4111,1419,-864,514,-3197
12,kemon,6,4095,3411,3747,3527,3674,2333,5385,3038,-1355,1469,-3659
12,kemon,7,4095,3400,3742,3526,3688,393,3577,3188,-77,3134,-3494
12,kemon,8,4015,3409,3752,3535,3675,-511,1771,2495,980,3918,-2207
12,kemon,9,4015,3401,3732,3533,3672,-1514,1598,1732,1115,3667,-836
12,kemon,10,4055,3390,3741,3533,3647,-835,1661,224,446,2947,85
12,kemon,11,4044,3384,3723,3531,4095,917,2026,-827,-1232,1952,937
12,kemon,12,4027,3364,3737,3525,3660,1252,3645,-910,-862,-192,1541
12,kemon,13,4095,3357,3733,3528,3604,957,5550,-225,-1532,-1713,1201
12,kemon,14,4085,3355,3731,3527,3609,-1149,7661,537,-665,-2140,445
12,kemon,15,4011,3353,3727,3527,3619,-2769,5319,894,836,-713,-1326
12,kemon,16,4095,3364,3727,3528,3611,-2336,2778,360,1082,647,-1865
12,kemon,17,4095,3368,3711,3532,3595,-1858,1697,-267,530,1315,-1284
12,kemon,18,4095,3371,3705,3515,3603,-1129,2149,-582,-141,1120,-53
12,kemon,19,4095,3355,3721,3525,3593,-576,2997,-700,-1125,619,590
13,kemon,0,4020,3421,3729,3515,4095,4055,367,615,-199,49,-121
13,kemon,1,4031,3421,3732,3511,3665,4028,481,527,-244,144,-107
13,kemon,2,4063,3433,3768,3515,3629,4382,505,632,1587,90,156
13,kemon,3,4051,3431,3751,3509,3644,4078,639,492,-422,-20,-355
13,kemon,4,4041,3433,3755,3504,3645,4689,2142,214,-912,-128,-1647
13,kemon,5,4046,3439,3755,3545,3659,5269,4291,1482,-2184,791,-3900
13,kemon,6,4059,3527,3815,3609,3683,3216,5019,4051,-1394,2569,-4134
13,kemon,7,4089,3532,3823,3656,4095,439,2558,2954,670,4085,-3042
13,kemon,8,4095,3511,3801,3627,3711,-826,1788,1669,790,3973,-2039
13,kemon,9,4039,3462,3759,3575,4095,-1400,1152,1418,1212,3424,-806
13,kemon,10,4037,3399,3739,3555,4095,-177,1162,422,-318,2886,646
13,kemon,11,4009,3350,3721,3503,3648,1133,2907,-1040,-854,1878,1611
13,kemon,12,4005,3327,3771,3471,3643,994,4927,-849,-1505,-517,1293
13,kemon,13,3996,3334,3711,3483,3604,135,5648,-159,-1151,-1519,770
13,kemon,14,4019,3390,3695,3542,3564,-1211,6487,720,-414,-1396,-363
13,kemon,15,4026,3415,3723,3535,3559,-2390,4460,857,660,-721,-1710
13,kemon,16,4023,3404,3723,3516,3549,-2525,2745,722,1314,447,-1443
13,kemon,17,4013,3379,3730,3487,3543,-2161,1651,-169,634,1357,-1150
13,kemon,18,4009,3372,3693,3488,3532,-928,1744,-384,-440,1325,339
13,kemon,19,4015,3355,3700,3468,3529,452,3240,-764,-1370,885,1223
14,kemon,0,4014,3410,3732,3519,4095,4106,578,492,-341,-145,-35
14,kemon,1,4095,3415,3739,3533,3695,4128,456,495,117,-22,-135
14,kemon,2,4041,3425,3724,3525,3683,4093,510,603,1480,-306,85
14,kemon,3,4039,3411,3767,3516,3638,4046,962,764,-1039,62,-827
14,kemon,4,4025,3403,3735,3515,3642,4531,1663,724,-479,373,-1149
14,kemon,5,4021,3398,3736,3515,3691,4719,3675,838,-1893,326,-2434
14,kemon,6,4045,3402,3733,3516,3668,3370,5618,2100,-1683,886,-3826
14,kemon,7,4030,3422,3741,3563,3693,1297,4445,3598,668,1416,-4228
14,kemon,8,4053,3443,3789,3659,3692,572,2421,2974,-927,3532,-3237
14,kemon,9,4052,3443,3755,3622,3753,-1183,1262,1604,594,4163,-1266
14,kemon,10,4041,3449,3747,3609,3704,-1910,1193,1034,188,3812,-555
14,kemon,11,4015,3406,3719,3576,3657,-16,1209,-954,-417,2884,829
14,kemon,12,4010,3365,3703,3540,3597,1585,3107,-909,-1049,1149,1892
14,kemon,13,4005,3304,3683,3501,3774,1382,4753,-481,-1506,-923,1443
14,kemon,14,4005,3299,3673,3491,3626,94,5990,887,-2481,-2050,177
14,kemon,15,4011,3327,3703,3515,3655,-1836,6932,1353,-815,-1460,-1025
14,kemon,16,4023,3383,3693,3539,3601,-2617,4252,1225,1018,-199,-2214
14,kemon,17,4031,3391,3683,3540,3571,-2871,1926,1281,1887,833,-1839
14,kemon,18,4041,3381,3683,3543,3588,-2385,815,413,599,1939,-853
14,kemon,19,4023,3351,3678,3531,3557,-838,1723,-491,-711,2060,606
15,kemon,0,4027,3317,3691,3487,4095,4199,495,628,-414,-113,-56
15,kemon,1,3987,3307,3694,3487,4095,4270,361,191,-169,446,-256
15,kemon,2,4013,3321,3695,3483,3623,4050,354,578,-15,-214,46
15,kemon,3,3993,3327,3699,3481,3626,4143,812,339,-426,-241,-956
15,kemon,4,4000,3434,3721,3527,3644,5270,3134,817,-1795,311,-2913
15,kemon,5,4095,3559,3828,3635,3685,4544,5213,3399,-1931,1212,-4150
15,kemon,6,4095,3623,3897,3671,3693,1429,4772,4991,-1239,4964,-3811
15,kemon,7,4095,3622,3860,3655,3671,103,802,2414,303,5508,-2369
15,kemon,8,4095,3580,3823,3627,3622,-1375,437,1563,2643,4155,158
15,kemon,9,4046,3468,3771,3561,4095,-631,1500,669,-263,3420,502
15,kemon,10,3997,3370,3736,3519,3641,1026,1710,-613,-351,1685,1598
15,kemon,11,4031,3323,3695,3491,3580,1383,3668,-281,-527,-393,1684
15,kemon,12,4043,3308,3704,3477,3573,1017,5435,453,-920,-1583,1098
15,kemon,13,4021,3299,3691,3479,4095,-1630,7813,1006,-2274,-1094,-443
15,kemon,14,4009,3304,3703,3481,3615,-2864,5664,689,976,-84,-1303
15,kemon,15,4012,3307,3687,3486,3577,-3110,2184,987,2504,732,-1114
15,kemon,16,4051,3305,3678,3501,3593,-1597,1090,-139,318,2086,-978
15,kemon,17,4011,3300,3673,3491,3502,-141,1994,-629,-557,1775,437
15,kemon,18,4027,3283,3677,3485,3541,1162,3913,-809,-1512,568,844
15,kemon,19,4028,3275,3694,3495,3507,626,4568,-798,-913,-899,767
16,achen,0,4071,3471,3741,3539,3636,4218,910,-118,-672,129,-120
16,achen,1,4095,3471,3771,3533,3635,3956,634,-337,-416,233,-177
16,achen,2,4079,3485,3763,3540,3636,4143,1483,-958,454,-1322,-212
16,achen,3,4095,3488,3815,3547,3685,4806,3916,-1411,-2787,-1883,-2181
16,achen,4,4083,3503,3801,3601,3672,3872,6030,769,-1712,155,-4443
16,achen,5,4095,3509,3781,3631,3674,1816,3304,2093,-3741,2608,-3624
16,achen,6,4091,3512,3800,3637,3679,1407,1686,2320,-1501,3768,-470
16,achen,7,4079,3513,3743,3593,4095,1912,5882,-1434,-3906,4827,291
16,achen,8,4095,3495,3775,3526,3563,-397,1358,1107,-3775,-3613,-5223
16,achen,9,4095,3511,3755,3574,3739,-450,-2122,6456,3219,297,2798
16,achen,10,4095,3497,3723,3525,4095,-10,6101,980,208,2703,1320
16,achen,11,4095,3532,3726,3511,3628,-908,-876,2935,-4058,-3387,-3444
16,achen,12,4095,3529,3733,3501,4095,545,2914,5352,4188,2570,4529
16,achen,13,4095,3563,3725,3476,4095,-1528,1676,2023,-836,-1691,-1854
16,achen,14,4095,3541,3679,3478,4095,-386,2391,4255,135,-76,424
16,achen,15,4095,3532,3709,3464,4095,-1226,2164,3249,-27,72,227
16,achen,16,4095,3520,3689,3479,4095,-916,2314,3760,42,-122,-141
16,achen,17,4095,3515,3688,3482,4095,-977,2399,3410,288,99,176
16,achen,18,4095,3513,3693,3484,4095,-933,2324,3394,-16,-78,-55
16,achen,19,4095,3509,3695,3479,4095,-958,2352,3540,-1,-6,107
17,achen,0,4057,3465,3696,3546,3624,4080,846,-70,-461,18,-31
17,achen,1,4054,3470,3750,3549,3638,4090,920,-106,-40,193,-198
17,achen,2,4045,3479,3756,3539,3661,4059,1611,-687,227,-571,-584
17,achen,3,4052,3470,3783,3557,3687,4450,3179,-905,-789,-806,-2261
17,achen,4,4095,3549,3813,3663,3671,3935,5610,511,-1123,-21,-3671
17,achen,5,4095,3601,3848,3711,3666,1643,4412,1699,-1640,1998,-3767
17,achen,6,4095,3651,3921,3735,3673,422,1574,1717,-1006,3685,-1611
17,achen,7,4095,3663,3934,3735,3693,2435,3799,-1507,33,3945,-714
17,achen,8,4095,3627,3851,3676,4095,76,1957,307,-4719,-3546,-5384
17,achen,9,4067,3549,3863,3657,3703,-913,-4109,6385,-52,-1751,236
17,achen,10,4095,3500,3797,3535,4095,794,7570,1415,-504,3007,2794
17,achen,11,4095,3593,3902,3497,4095,-796,-1258,2461,-2725,-3740,-3324
17,achen,12,4095,3591,3789,3498,4095,694,3549,4654,4048,2837,3237
17,achen,13,4095,3613,3771,3444,4095,-1601,1384,2233,-424,-2133,-1317
17,achen,14,4095,3573,3695,3438,4095,-373,2395,4071,182,59,364
17,achen,15,4095,3560,3708,3427,4095,-1238,2208,3337,45,31,250
17,achen,16,4095,3563,3738,3449,4095,-906,2453,3612,91,-185,-129
17,achen,17,4095,3549,3716,3451,4095,-960,2471,3548,225,67,166
17,achen,18,4095,3555,3689,3451,4095,-972,2362,3458,-67,-88,-97
17,achen,19,4095,3557,3720,3465,4095,-899,2213,3533,2,32,44
18,achen,0,4043,3453,3741,3531,3643,4142,227,-142,-296,-3,-15
18,achen,1,4050,3455,3739,3525,3631,4125,91,-231,204,131,-153
18,achen,2,4047,3471,3739,3528,3627,4025,430,-345,120,-259,-20
18,achen,3,4059,3452,3741,3541,3642,4520,1479,-547,-145,-338,-986
